dist,support,nrSegments,information
4.153509,0.975309,4,high
1.351164,0.880658,4,high
1.741815,0.995885,4,high
4.920210,0.995885,2,high
2.662569,0.407407,2,high
3.866652,0.995885,2,high
2.309963,0.164609,2,high
1.506100,0.938272,2,high
2.498225,0.987654,2,high
1.952796,1.000000,2,high
7.874669,1.000000,2,high
1.852585,0.168724,2,high
1.320923,0.991770,2,high
1.816200,1.000000,2,high
2.631206,1.000000,2,high
0.664565,0.168724,2,high
4.920210,0.962963,3,high
2.662569,0.407407,3,high
1.103162,0.757202,3,high
3.866652,0.983539,3,high
2.309963,0.164609,3,high
1.367069,0.069959,3,high
0.177580,0.000000,3,high
5.725339,0.934156,3,high
2.498225,0.864198,3,high
1.952796,0.979424,3,high
5.191890,0.991770,3,high
7.874669,1.000000,3,high
1.852585,0.144033,3,high
1.320923,0.962963,3,high
1.816200,1.000000,3,high
2.631206,0.991770,3,high
0.664565,0.152263,3,high
1.651394,0.967078,3,high
7.583930,0.251029,3,high
1.353902,0.069959,3,high
3.578907,0.942387,4,high
3.807681,0.016461,4,high
7.583930,0.172840,4,high
2.662569,0.395062,4,high
0.449932,0.016461,4,high
1.103162,0.744856,4,high
0.826765,0.020576,4,high
2.309963,0.156379,4,high
1.367069,0.069959,4,high
0.177580,0.000000,4,high
5.725339,0.917695,4,high
0.217909,0.000000,4,high
1.952796,0.967078,4,high
5.191890,0.983539,4,high
5.578182,0.995885,4,high
1.852585,0.119342,4,high
1.320923,0.946502,4,high
1.816200,0.991770,4,high
2.631206,0.987654,4,high
0.664565,0.131687,4,high
1.651394,0.958848,4,high
2.372528,0.000000,4,high
1.603204,0.567901,4,high
1.353902,0.069959,4,high
4.081746,0.938272,2,high
0.642409,1.000000,2,high
2.427709,0.995885,2,high
1.970281,0.991770,2,high
5.134970,0.991770,2,high
2.548439,0.917695,2,high
2.074245,1.000000,2,high
3.928475,1.000000,2,high
0.876137,1.000000,2,high
3.888935,1.000000,2,high
4.508528,0.991770,2,high
4.047338,0.991770,2,high
5.025491,0.629630,2,high
5.370878,0.995885,2,high
3.127871,0.995885,2,high
0.972470,0.917695,3,high
2.089483,0.271605,3,high
0.642409,0.995885,3,high
1.612981,0.987654,3,high
2.427709,0.967078,3,high
1.970281,0.975309,3,high
5.134970,0.934156,3,high
3.872873,0.975309,3,high
0.886157,0.473251,3,high
3.343207,0.967078,3,high
2.548439,0.901235,3,high
3.928475,0.962963,3,high
0.876137,0.987654,3,high
2.074245,0.748971,3,high
3.888935,0.987654,3,high
4.508528,0.975309,3,high
4.047338,0.979424,3,high
2.069846,0.979424,3,high
5.370878,0.938272,3,high
5.025491,0.613169,3,high
3.370661,0.979424,3,high
0.704045,0.962963,3,high
3.127871,0.942387,3,high
0.972470,0.897119,4,high
2.091876,0.012346,4,high
2.089483,0.267490,4,high
0.642409,0.991770,4,high
1.612981,0.987654,4,high
2.427709,0.921811,4,high
1.970281,0.975309,4,high
7.173093,0.065844,4,high
2.965429,0.975309,4,high
5.134970,0.897119,4,high
3.872873,0.954733,4,high
0.886157,0.448560,4,high
0.947973,0.757202,4,high
3.343207,0.946502,4,high
2.548439,0.082305,4,high
3.036676,0.814815,4,high
3.928475,0.938272,4,high
2.711525,0.390947,4,high
0.876137,0.987654,4,high
2.074245,0.748971,4,high
3.888935,0.983539,4,high
4.508528,0.967078,4,high
4.047338,0.971193,4,high
2.069846,0.971193,4,high
5.370878,0.925926,4,high
5.025491,0.609053,4,high
3.370661,0.967078,4,high
0.704045,0.950617,4,high
3.127871,0.938272,4,high
5.603588,0.946502,2,high
4.092100,1.000000,2,high
15.519588,0.991770,2,high
22.010722,0.728395,2,high
14.506716,0.991770,2,high
3.727222,0.930041,2,high
4.211310,0.090535,2,high
6.208048,0.991770,2,high
15.859612,0.995885,2,high
1.565017,0.905350,2,high
2.475554,1.000000,2,high
3.262842,0.958848,2,high
2.983278,0.987654,2,high
6.843312,0.954733,2,high
3.363610,0.469136,2,high
4.037571,0.292181,2,high
2.009816,0.069959,2,high
1.263741,0.181070,3,high
1.257117,0.032922,3,high
4.092100,0.954733,3,high
11.862425,0.987654,3,high
1.065995,0.045267,3,high
4.176449,0.987654,3,high
7.854352,0.674897,3,high
12.200240,0.016461,3,high
7.950016,0.991770,3,high
12.149273,0.954733,3,high
3.556485,0.818930,3,high
3.130914,0.971193,3,high
3.727222,0.901235,3,high
4.211310,0.086420,3,high
6.718491,0.979424,3,high
6.208048,0.670782,3,high
1.235844,0.971193,3,high
14.448341,0.983539,3,high
1.565017,0.897119,3,high
5.152371,1.000000,3,high
2.999935,0.246914,3,high
2.475554,0.983539,3,high
3.262842,0.884774,3,high
2.983278,0.728395,3,high
6.843312,0.115226,3,high
8.366785,0.016461,3,high
8.482446,0.613169,3,high
1.647283,0.407407,3,high
1.993285,0.193416,3,high
1.739637,0.757202,3,high
4.037571,0.288066,3,high
4.086755,0.987654,3,high
5.180795,0.045267,3,high
0.048583,0.000000,3,high
2.009816,0.016461,3,high
1.263741,0.176955,4,high
1.257117,0.028807,4,high
4.092100,0.925926,4,high
1.065995,0.041152,4,high
6.246366,0.967078,4,high
4.176449,0.987654,4,high
8.214322,0.127572,4,high
7.854352,0.662551,4,high
12.200240,0.012346,4,high
7.950016,0.975309,4,high
12.149273,0.946502,4,high
3.556485,0.810700,4,high
3.130914,0.946502,4,high
3.727222,0.901235,4,high
4.211310,0.086420,4,high
6.718491,0.975309,4,high
6.208048,0.666667,4,high
1.235844,0.962963,4,high
14.448341,0.983539,4,high
1.565017,0.893004,4,high
5.152371,1.000000,4,high
2.999935,0.156379,4,high
11.862425,0.975309,4,high
2.475554,0.975309,4,high
3.262842,0.880658,4,high
8.437328,0.983539,4,high
2.983278,0.703704,4,high
0.815176,0.000000,4,high
8.366785,0.004115,4,high
8.482446,0.576132,4,high
1.647283,0.283951,4,high
1.993285,0.193416,4,high
1.739637,0.547325,4,high
3.355118,0.913580,4,high
4.037571,0.279835,4,high
4.086755,0.983539,4,high
5.180795,0.032922,4,high
0.048583,0.000000,4,high
13.709915,0.000000,4,high
2.009816,0.004115,4,high
11.470301,0.991770,2,high
5.063556,0.967078,2,high
2.515975,0.098765,2,high
1.198432,0.975309,2,high
3.062251,0.650206,2,high
5.560903,1.000000,2,high
7.651474,1.000000,2,high
0.538332,0.362140,2,high
1.063552,0.012346,2,high
3.513761,0.794239,2,high
7.995789,0.893004,2,high
4.172002,0.983539,2,high
2.260879,0.983539,2,high
4.258524,0.991770,2,high
4.776447,0.979424,3,high
8.873199,0.962963,3,high
11.470301,0.975309,3,high
2.393210,0.930041,3,high
5.063556,0.967078,3,high
1.436117,0.156379,3,high
2.515975,0.053498,3,high
1.130875,0.123457,3,high
1.198432,0.975309,3,high
3.513761,0.748971,3,high
7.722373,0.971193,3,high
3.062251,0.588477,3,high
4.167808,0.995885,3,high
5.560903,0.987654,3,high
7.651474,0.995885,3,high
0.538332,0.000000,3,high
3.024875,0.995885,3,high
5.393695,0.962963,3,high
1.063552,0.004115,3,high
4.579138,0.983539,3,high
7.995789,0.843621,3,high
4.172002,0.979424,3,high
1.740222,0.008230,3,high
2.260879,0.975309,3,high
2.557113,0.958848,3,high
0.667903,0.366255,3,high
4.258524,0.880658,3,high
11.610268,1.000000,3,high
1.917587,0.448560,4,high
4.776447,0.975309,4,high
8.873199,0.954733,4,high
11.470301,0.967078,4,high
8.900203,0.444444,4,high
5.063556,0.967078,4,high
1.436117,0.144033,4,high
2.515975,0.037037,4,high
1.130875,0.119342,4,high
1.198432,0.975309,4,high
3.626458,0.806584,4,high
3.024875,0.016461,4,high
3.513761,0.547325,4,high
7.722373,0.967078,4,high
3.062251,0.452675,4,high
4.167808,0.991770,4,high
7.995789,0.098765,4,high
5.560903,0.983539,4,high
7.651474,0.995885,4,high
0.538332,0.000000,4,high
1.781407,0.020576,4,high
2.393210,0.407407,4,high
1.063552,0.000000,4,high
7.344466,0.111111,4,high
4.579138,0.971193,4,high
5.393695,0.259259,4,high
4.172002,0.971193,4,high
1.740222,0.008230,4,high
2.260879,0.975309,4,high
2.557113,0.930041,4,high
0.667903,0.366255,4,high
4.258524,0.851852,4,high
11.610268,1.000000,4,high
2.502623,0.353909,2,high
11.327518,0.975309,2,high
4.122322,1.000000,2,high
0.074760,0.000000,2,high
0.377289,0.008230,2,high
1.288495,0.995885,2,high
13.267506,0.995885,2,high
13.684584,0.995885,2,high
3.813217,0.119342,2,high
1.167312,0.995885,2,high
17.039466,0.995885,2,high
4.490365,0.983539,2,high
4.971741,0.995885,2,high
2.502623,0.349794,3,high
11.327518,0.909465,3,high
4.122322,0.987654,3,high
0.074760,0.000000,3,high
3.007603,0.913580,3,high
5.177156,0.987654,3,high
1.239428,0.004115,3,high
17.435186,0.251029,3,high
0.377289,0.008230,3,high
1.288495,0.979424,3,high
13.267506,0.983539,3,high
13.684584,0.995885,3,high
3.813217,0.074074,3,high
0.718518,0.004115,3,high
1.167312,0.995885,3,high
17.039466,0.975309,3,high
4.490365,0.983539,3,high
4.971741,0.995885,3,high
19.614344,0.983539,3,high
1.546330,0.325103,3,high
4.559994,0.967078,3,high
2.502623,0.345679,4,high
11.327518,0.724280,4,high
4.122322,0.979424,4,high
0.074760,0.000000,4,high
3.007603,0.893004,4,high
5.177156,0.983539,4,high
1.239428,0.004115,4,high
3.053236,0.991770,4,high
17.435186,0.246914,4,high
2.960599,0.008230,4,high
0.377289,0.012346,4,high
1.288495,0.967078,4,high
13.267506,0.983539,4,high
4.267696,0.975309,4,high
12.940047,0.991770,4,high
3.813217,0.037037,4,high
0.718518,0.008230,4,high
1.167312,0.995885,4,high
1.325256,0.004115,4,high
4.490365,0.971193,4,high
4.971741,0.991770,4,high
19.614344,0.971193,4,high
1.546330,0.308642,4,high
4.559994,0.962963,4,high
16.128217,0.004115,4,high
2.612405,0.440329,2,high
3.344964,0.934156,2,high
12.830399,0.995885,2,high
7.277201,1.000000,2,high
5.253405,0.477366,2,high
1.132860,0.995885,2,high
1.758816,0.934156,3,high
2.612405,0.427984,3,high
1.958354,0.806584,3,high
12.830399,0.987654,3,high
1.425558,0.934156,3,high
7.277201,1.000000,3,high
1.976525,0.967078,3,high
1.832614,1.000000,3,high
9.180713,1.000000,3,high
0.121236,0.012346,3,high
5.253405,0.456790,3,high
1.132860,0.991770,3,high
8.712597,0.987654,3,high
1.758816,0.925926,4,high
2.612405,0.164609,4,high
1.958354,0.794239,4,high
12.830399,0.987654,4,high
1.425558,0.934156,4,high
7.277201,0.995885,4,high
1.976525,0.967078,4,high
1.832614,0.991770,4,high
9.180713,1.000000,4,high
0.121236,0.012346,4,high
5.253405,0.452675,4,high
1.132860,0.983539,4,high
8.712597,0.967078,4,high
1.049331,0.004115,2,high
8.225665,1.000000,2,high
2.269073,0.962963,2,high
0.628353,1.000000,2,high
0.335494,0.028807,2,high
7.568279,1.000000,2,high
3.685682,0.987654,2,high
3.870247,1.000000,2,high
10.365250,1.000000,2,high
6.249164,1.000000,2,high
5.461119,1.000000,2,high
7.630319,0.979424,2,high
1.049331,0.004115,3,high
6.498740,1.000000,3,high
4.538924,0.995885,3,high
5.286572,0.683128,3,high
6.766127,0.991770,3,high
2.269073,0.909465,3,high
0.628353,0.983539,3,high
3.064335,0.954733,3,high
5.894137,0.000000,3,high
2.098304,0.958848,3,high
7.568279,0.987654,3,high
3.685682,0.000000,3,high
3.870247,0.967078,3,high
4.962287,0.991770,3,high
7.905954,0.934156,3,high
0.335494,0.012346,3,high
6.249164,0.991770,3,high
5.461119,1.000000,3,high
7.630319,0.971193,3,high
1.049331,0.004115,4,high
6.498740,1.000000,4,high
4.538924,0.991770,4,high
5.286572,0.152263,4,high
6.766127,0.983539,4,high
2.269073,0.613169,4,high
0.628353,0.983539,4,high
9.058794,0.386831,4,high
3.064335,0.946502,4,high
5.894137,0.000000,4,high
2.098304,0.954733,4,high
7.568279,0.983539,4,high
3.685682,0.000000,4,high
3.870247,0.925926,4,high
4.962287,0.983539,4,high
4.957908,0.440329,4,high
0.335494,0.012346,4,high
5.823454,0.942387,4,high
5.461119,1.000000,4,high
7.630319,0.967078,4,high
13.844021,0.987654,2,high
3.227877,0.991770,2,high
11.371873,0.991770,2,high
13.844021,0.987654,3,high
3.536094,0.654321,3,high
23.433295,0.724280,3,high
3.227877,0.991770,3,high
11.371873,0.979424,3,high
3.964256,0.740741,3,high
2.729723,1.000000,3,high
23.292644,0.798354,3,high
4.950306,1.000000,3,high
13.844021,0.983539,4,high
3.536094,0.654321,4,high
23.433295,0.008230,4,high
3.227877,0.987654,4,high
11.371873,0.979424,4,high
3.964256,0.740741,4,high
8.563084,0.008230,4,high
2.729723,1.000000,4,high
23.292644,0.798354,4,high
4.950306,0.991770,4,high
5.527610,1.000000,2,high
9.717527,0.979424,2,high
4.933604,1.000000,2,high
0.295231,0.000000,2,high
5.422931,1.000000,2,high
2.387434,0.991770,2,high
5.838845,0.860082,2,high
2.004739,1.000000,2,high
4.968752,0.995885,2,high
5.996472,1.000000,2,high
7.000028,1.000000,2,high
2.092927,0.983539,2,high
0.903596,0.843621,2,high
1.765893,0.995885,2,high
5.527610,0.995885,3,high
9.717527,0.967078,3,high
4.933604,1.000000,3,high
0.295231,0.000000,3,high
5.422931,0.991770,3,high
2.387434,0.967078,3,high
5.838845,0.522634,3,high
2.004739,0.991770,3,high
11.528881,0.979424,3,high
4.968752,0.995885,3,high
5.996472,0.995885,3,high
7.000028,1.000000,3,high
2.092927,0.971193,3,high
4.232003,0.991770,3,high
0.903596,0.835391,3,high
10.134657,0.489712,3,high
1.765893,0.995885,3,high
5.527610,0.995885,4,high
9.717527,0.946502,4,high
4.933604,1.000000,4,high
0.295231,0.000000,4,high
5.422931,0.991770,4,high
2.387434,0.958848,4,high
5.838845,0.510288,4,high
2.004739,0.987654,4,high
11.528881,0.975309,4,high
4.968752,0.991770,4,high
5.996472,0.987654,4,high
7.000028,0.991770,4,high
2.092927,0.962963,4,high
4.232003,0.987654,4,high
0.903596,0.835391,4,high
10.134657,0.485597,4,high
1.765893,0.995885,4,high
0.779903,1.000000,2,high
8.682452,1.000000,2,high
1.033170,0.353909,2,high
6.155587,1.000000,2,high
6.723215,1.000000,2,high
1.911286,1.000000,2,high
7.770094,0.621399,2,high
0.779903,0.995885,3,high
3.536755,0.991770,3,high
3.903456,0.987654,3,high
2.203837,0.983539,3,high
12.682922,0.971193,3,high
8.682452,0.975309,3,high
1.033170,0.316872,3,high
6.155587,0.983539,3,high
10.932324,0.979424,3,high
2.715913,0.975309,3,high
6.723215,0.995885,3,high
1.911286,0.975309,3,high
5.886669,0.987654,3,high
7.172817,0.012346,3,high
1.215335,0.032922,3,high
0.779903,0.987654,4,high
3.536755,0.983539,4,high
3.903456,0.979424,4,high
7.172817,0.004115,4,high
2.203837,0.983539,4,high
10.783999,0.312757,4,high
0.955432,0.065844,4,high
12.682922,0.967078,4,high
8.682452,0.967078,4,high
1.033170,0.259259,4,high
6.155587,0.983539,4,high
10.932324,0.975309,4,high
2.715913,0.962963,4,high
6.723215,0.934156,4,high
1.911286,0.962963,4,high
5.886669,0.975309,4,high
0.572972,0.016461,4,high
0.522314,0.000000,4,high
2.358957,1.000000,2,high
31.924007,0.106996,2,high
13.832818,1.000000,2,high
2.276133,1.000000,2,high
5.400287,0.777778,2,high
11.945284,1.000000,2,high
2.771365,1.000000,2,high
7.861788,0.983539,2,high
2.699600,0.995885,3,high
2.358957,0.991770,3,high
31.924007,0.090535,3,high
13.832818,1.000000,3,high
2.276133,1.000000,3,high
5.400287,0.711934,3,high
8.378084,1.000000,3,high
11.945284,0.991770,3,high
2.771365,1.000000,3,high
7.861788,0.967078,3,high
2.699600,0.995885,4,high
2.358957,0.991770,4,high
31.924007,0.082305,4,high
13.832818,1.000000,4,high
1.974038,0.000000,4,high
2.171664,0.000000,4,high
5.400287,0.691358,4,high
8.378084,0.995885,4,high
11.945284,0.991770,4,high
2.771365,1.000000,4,high
7.861788,0.958848,4,high
13.722547,1.000000,2,high
1.305296,0.995885,3,high
1.072451,0.967078,3,high
4.094935,0.991770,3,high
4.480458,1.000000,3,high
13.722547,0.991770,3,high
0.955802,0.337449,3,high
1.305296,0.995885,4,high
1.072451,0.395062,4,high
4.094935,0.987654,4,high
4.480458,1.000000,4,high
13.722547,0.987654,4,high
0.955802,0.337449,4,high
3.230147,0.514403,2,high
7.548525,0.995885,2,high
0.109728,0.004115,2,high
11.013064,1.000000,2,high
1.267434,0.032922,2,high
7.450678,0.983539,2,high
3.737957,1.000000,2,high
10.172161,0.213992,2,high
8.897235,1.000000,2,high
14.812078,0.539095,2,high
7.021907,0.995885,2,high
14.891474,1.000000,2,high
1.993900,0.106996,3,high
7.548525,0.991770,3,high
0.812237,0.020576,3,high
0.109728,0.000000,3,high
11.013064,0.991770,3,high
1.477564,0.057613,3,high
1.267434,0.008230,3,high
3.264118,0.946502,3,high
1.378147,0.000000,3,high
7.450678,0.975309,3,high
3.737957,0.304527,3,high
10.172161,0.000000,3,high
8.897235,1.000000,3,high
14.812078,0.345679,3,high
7.021907,0.995885,3,high
14.891474,0.971193,3,high
1.993900,0.037037,4,high
7.548525,0.987654,4,high
0.812237,0.020576,4,high
0.109728,0.000000,4,high
11.013064,0.991770,4,high
1.477564,0.020576,4,high
7.021907,0.888889,4,high
1.267434,0.008230,4,high
3.264118,0.921811,4,high
1.378147,0.000000,4,high
7.450678,0.975309,4,high
3.737957,0.296296,4,high
10.172161,0.000000,4,high
8.897235,0.995885,4,high
14.812078,0.176955,4,high
14.891474,0.971193,4,high
4.225688,0.979424,4,high
1.651035,1.000000,2,high
2.705630,0.703704,2,high
4.728225,1.000000,2,high
0.217507,0.008230,2,high
2.671884,0.975309,2,high
0.930813,0.259259,2,high
2.803302,0.995885,2,high
5.656923,0.995885,2,high
2.757298,0.312757,2,high
5.753786,1.000000,2,high
0.553381,0.000000,2,high
0.716183,0.407407,3,high
1.651035,0.991770,3,high
3.657777,0.979424,3,high
2.705630,0.600823,3,high
1.554699,0.967078,3,high
4.728225,0.942387,3,high
0.217507,0.008230,3,high
0.123131,0.004115,3,high
1.618824,0.987654,3,high
2.038899,0.950617,3,high
0.373614,0.004115,3,high
0.247909,0.004115,3,high
3.575732,1.000000,3,high
2.671884,0.884774,3,high
0.930813,0.259259,3,high
2.803302,0.971193,3,high
5.656923,0.950617,3,high
2.757298,0.213992,3,high
5.753786,0.987654,3,high
5.145713,0.987654,3,high
0.553381,0.000000,3,high
0.716183,0.370370,4,high
1.651035,0.983539,4,high
3.657777,0.975309,4,high
2.705630,0.493827,4,high
1.554699,0.954733,4,high
5.425786,0.271605,4,high
4.728225,0.938272,4,high
0.217507,0.004115,4,high
0.123131,0.004115,4,high
1.618824,0.983539,4,high
2.038899,0.938272,4,high
0.373614,0.000000,4,high
0.247909,0.000000,4,high
3.575732,0.995885,4,high
2.671884,0.876543,4,high
9.181612,0.111111,4,high
0.930813,0.234568,4,high
2.803302,0.967078,4,high
5.656923,0.942387,4,high
2.757298,0.160494,4,high
5.753786,0.987654,4,high
5.145713,0.983539,4,high
0.553381,0.000000,4,high
1.327594,0.995885,2,high
1.018494,0.971193,2,high
1.561480,0.144033,2,high
9.658846,0.991770,2,high
3.839085,1.000000,2,high
3.402612,0.995885,2,high
2.967067,1.000000,2,high
9.014645,0.658436,2,high
15.764542,0.983539,2,high
1.327594,0.983539,3,high
10.490863,0.971193,3,high
1.018494,0.958848,3,high
1.210093,0.000000,3,high
1.561480,0.115226,3,high
3.402612,0.135802,3,high
9.658846,0.987654,3,high
3.839085,0.995885,3,high
2.899714,0.135802,3,high
2.967067,1.000000,3,high
9.014645,0.654321,3,high
11.805791,0.374486,3,high
15.764542,0.979424,3,high
0.563768,0.000000,3,high
1.327594,0.255144,4,high
1.553659,0.934156,4,high
10.490863,0.971193,4,high
1.018494,0.860082,4,high
1.210093,0.000000,4,high
1.561480,0.078189,4,high
3.763734,0.432099,4,high
3.402612,0.131687,4,high
9.658846,0.983539,4,high
2.053744,0.251029,4,high
12.025173,0.958848,4,high
3.839085,0.991770,4,high
2.899714,0.131687,4,high
2.967067,1.000000,4,high
9.014645,0.654321,4,high
11.805791,0.181070,4,high
15.764542,0.975309,4,high
0.563768,0.000000,4,high
6.633479,0.995885,2,high
5.128300,0.967078,2,high
5.687964,1.000000,2,high
0.427312,0.000000,2,high
4.310622,1.000000,2,high
10.330862,1.000000,2,high
3.977682,0.905350,2,high
0.868174,0.987654,2,high
4.847776,0.991770,3,high
0.986180,0.687243,3,high
5.128300,0.934156,3,high
3.803004,0.893004,3,high
5.687964,0.962963,3,high
4.671096,0.991770,3,high
2.229000,0.995885,3,high
4.700326,0.987654,3,high
7.429853,0.983539,3,high
0.874430,0.053498,3,high
0.427312,0.000000,3,high
4.310622,0.991770,3,high
6.984155,0.983539,3,high
3.977682,0.905350,3,high
0.868174,0.967078,3,high
5.382993,0.341564,3,high
4.847776,0.991770,4,high
0.986180,0.687243,4,high
5.128300,0.921811,4,high
3.803004,0.876543,4,high
5.687964,0.946502,4,high
4.671096,0.983539,4,high
2.229000,0.995885,4,high
4.700326,0.967078,4,high
7.429853,0.983539,4,high
0.874430,0.053498,4,high
0.427312,0.000000,4,high
4.310622,0.987654,4,high
6.984155,0.967078,4,high
3.977682,0.880658,4,high
0.868174,0.967078,4,high
5.382993,0.341564,4,high
1.747125,0.148148,2,high
2.226841,0.423868,2,high
2.120727,0.794239,2,high
9.210653,0.946502,2,high
2.460932,0.987654,2,high
1.038901,0.975309,2,high
1.541139,0.876543,2,high
2.018503,1.000000,2,high
1.207140,0.818930,2,high
0.833195,0.748971,2,high
2.376308,0.995885,2,high
3.664353,0.349794,2,high
0.800205,0.613169,2,high
1.017355,0.144033,2,high
3.817669,0.971193,2,high
4.026884,0.938272,2,high
5.203380,0.547325,2,high
2.915345,0.938272,2,high
3.264751,0.921811,2,high
1.058772,0.946502,2,high
2.091821,0.810700,2,high
0.688002,0.275720,2,high
3.536752,0.271605,2,high
1.085683,0.522634,2,high
2.788021,0.946502,2,high
0.904824,0.839506,2,high
1.795742,0.975309,2,high
0.522295,0.020576,3,high
0.164468,0.004115,3,high
1.090517,0.864198,3,high
5.225865,0.407407,3,high
2.226841,0.390947,3,high
3.450005,0.090535,3,high
2.120727,0.683128,3,high
0.980671,0.041152,3,high
1.083241,0.913580,3,high
1.038901,0.942387,3,high
1.541139,0.868313,3,high
0.557215,0.008230,3,high
3.664353,0.008230,3,high
0.315231,0.016461,3,high
0.203163,0.008230,3,high
1.557019,0.020576,3,high
0.833195,0.300412,3,high
1.207140,0.020576,3,high
2.376308,0.967078,3,high
2.018503,0.008230,3,high
1.916673,0.934156,3,high
0.800205,0.596708,3,high
0.473467,0.012346,3,high
3.817669,0.016461,3,high
1.784276,0.868313,3,high
1.031219,0.106996,3,high
1.659972,0.971193,3,high
5.203380,0.004115,3,high
2.915345,0.868313,3,high
3.264751,0.913580,3,high
4.928406,0.983539,3,high
1.058772,0.526749,3,high
2.460932,0.794239,3,high
2.091821,0.452675,3,high
2.683306,0.641975,3,high
0.688002,0.238683,3,high
3.536752,0.234568,3,high
1.108137,0.983539,3,high
1.085683,0.000000,3,high
2.788021,0.938272,3,high
0.904824,0.810700,3,high
1.795742,0.938272,3,high
1.747125,0.078189,3,high
3.955495,0.020576,3,high
1.017355,0.000000,3,high
1.580078,0.629630,4,high
0.522295,0.016461,4,high
0.164468,0.004115,4,high
1.090517,0.423868,4,high
0.502380,0.440329,4,high
3.537610,0.378601,4,high
2.226841,0.312757,4,high
3.450005,0.020576,4,high
1.119988,0.662551,4,high
0.980671,0.016461,4,high
1.083241,0.884774,4,high
1.038901,0.925926,4,high
1.541139,0.843621,4,high
1.207140,0.008230,4,high
0.557215,0.004115,4,high
3.664353,0.008230,4,high
0.315231,0.016461,4,high
0.203163,0.008230,4,high
1.557019,0.012346,4,high
0.833195,0.288066,4,high
0.126011,0.000000,4,high
2.376308,0.954733,4,high
2.018503,0.008230,4,high
0.919611,0.580247,4,high
0.800205,0.572016,4,high
0.473467,0.008230,4,high
1.636724,0.004115,4,high
1.784276,0.843621,4,high
1.659972,0.971193,4,high
1.031219,0.028807,4,high
5.203380,0.004115,4,high
2.915345,0.674897,4,high
1.484210,0.563786,4,high
3.264751,0.888889,4,high
2.834376,0.041152,4,high
4.928406,0.954733,4,high
0.460567,0.045267,4,high
1.058772,0.502058,4,high
2.460932,0.781893,4,high
2.091821,0.436214,4,high
2.683306,0.633745,4,high
3.380030,0.831276,4,high
4.857291,0.131687,4,high
0.688002,0.185185,4,high
3.536752,0.061728,4,high
1.108137,0.979424,4,high
1.085683,0.000000,4,high
2.437209,0.987654,4,high
2.788021,0.938272,4,high
2.691953,0.600823,4,high
0.904824,0.765432,4,high
1.467396,0.905350,4,high
1.747125,0.020576,4,high
3.955495,0.008230,4,high
1.017355,0.000000,4,high
3.406358,0.037037,2,high
6.091322,0.991770,2,high
1.707872,0.991770,2,high
6.243350,0.983539,2,high
0.984183,0.930041,2,high
1.517201,0.127572,2,high
2.689876,0.995885,2,high
5.410934,0.971193,2,high
2.106741,0.995885,2,high
0.812083,0.242798,2,high
6.738874,0.995885,2,high
0.610082,0.045267,2,high
0.767275,0.156379,2,high
3.052840,1.000000,2,high
0.468807,0.839506,2,high
3.676791,1.000000,2,high
3.406358,0.032922,3,high
6.091322,0.987654,3,high
1.707872,0.823045,3,high
3.018812,0.090535,3,high
6.243350,0.971193,3,high
0.984183,0.917695,3,high
1.517201,0.102881,3,high
2.689876,0.979424,3,high
0.912222,0.057613,3,high
2.106741,0.946502,3,high
0.812083,0.127572,3,high
5.410934,0.000000,3,high
1.697507,1.000000,3,high
5.632105,0.954733,3,high
1.419226,0.995885,3,high
1.484254,0.493827,3,high
6.738874,0.958848,3,high
5.400606,0.888889,3,high
4.508187,0.934156,3,high
0.610082,0.000000,3,high
4.394285,0.967078,3,high
0.767275,0.102881,3,high
1.898429,0.917695,3,high
5.935185,0.000000,3,high
4.430934,0.987654,3,high
3.964504,0.934156,3,high
3.052840,0.967078,3,high
0.468807,0.744856,3,high
3.676791,0.934156,3,high
3.406358,0.032922,4,high
14.081902,0.049383,4,high
5.159367,0.967078,4,high
6.091322,0.983539,4,high
1.707872,0.744856,4,high
3.018812,0.086420,4,high
6.243350,0.967078,4,high
0.984183,0.909465,4,high
1.517201,0.098765,4,high
2.689876,0.975309,4,high
0.912222,0.057613,4,high
2.106741,0.440329,4,high
0.812083,0.069959,4,high
5.410934,0.000000,4,high
1.697507,0.983539,4,high
0.697012,0.012346,4,high
5.632105,0.921811,4,high
1.419226,0.987654,4,high
0.319994,0.000000,4,high
1.484254,0.489712,4,high
6.738874,0.954733,4,high
5.400606,0.884774,4,high
0.989990,0.164609,4,high
4.508187,0.917695,4,high
4.394285,0.958848,4,high
0.767275,0.082305,4,high
1.898429,0.757202,4,high
3.493940,0.000000,4,high
4.430934,0.987654,4,high
3.964504,0.897119,4,high
0.610082,0.000000,4,high
3.052840,0.946502,4,high
0.468807,0.744856,4,high
3.676791,0.876543,4,high
0.418631,0.037037,2,high
1.181763,0.995885,2,high
2.834190,0.995885,2,high
4.062433,0.995885,2,high
2.030388,0.971193,2,high
0.491277,0.028807,3,high
0.418631,0.024691,3,high
1.110021,0.979424,3,high
1.181763,0.979424,3,high
2.834190,0.987654,3,high
0.547288,0.012346,3,high
0.458763,0.004115,3,high
4.062433,0.975309,3,high
2.030388,0.971193,3,high
0.491277,0.028807,4,high
0.418631,0.016461,4,high
1.110021,0.975309,4,high
0.995926,0.983539,4,high
1.181763,0.946502,4,high
2.834190,0.983539,4,high
0.547288,0.008230,4,high
0.657119,0.028807,4,high
0.458763,0.000000,4,high
4.062433,0.942387,4,high
